Frame_Number,Pixel_Value
154,75.18181818181819
155,75.36363636363636
156,75.18181818181819
157,74.9090909090909
158,74.72727272727273
159,74.81818181818181
160,75.0909090909091
161,75.0
162,75.0
163,74.9090909090909
164,74.9090909090909
165,75.0
166,75.18181818181819
167,75.0
168,74.81818181818181
169,75.0
170,75.0
171,74.27272727272727
172,74.27272727272727
173,74.63636363636364
174,74.63636363636364
175,74.63636363636364
176,74.81818181818181
177,74.9090909090909
178,74.9090909090909
179,75.0
180,74.9090909090909
181,74.9090909090909
182,74.9090909090909
183,74.9090909090909
184,75.0
185,74.72727272727273
186,75.0
187,74.72727272727273
188,74.9090909090909
189,75.0909090909091
190,75.0
191,75.0
192,74.9090909090909
193,75.36363636363636
194,75.27272727272727
195,74.9090909090909
196,74.9090909090909
197,74.9090909090909
198,75.27272727272727
199,75.81818181818181
200,76.0
201,76.45454545454545
202,75.72727272727273
203,74.63636363636364
204,75.18181818181819
205,74.18181818181819
206,73.72727272727273
207,74.18181818181819
208,74.18181818181819
209,74.18181818181819
210,74.27272727272727
211,74.36363636363636
212,74.45454545454545
213,74.45454545454545
214,74.27272727272727
215,74.63636363636364
216,75.0
217,75.0
218,75.0
219,75.0
220,75.0
221,75.81818181818181
222,75.72727272727273
223,75.9090909090909
224,76.45454545454545
225,76.54545454545455
226,75.0909090909091
227,74.45454545454545
228,74.45454545454545
229,74.18181818181819
230,73.81818181818181
231,73.63636363636364
232,73.36363636363636
233,73.81818181818181
234,74.0
235,73.72727272727273
236,73.45454545454545
237,73.0
238,74.0
239,74.0
240,74.63636363636364
241,74.54545454545455
242,74.72727272727273
243,74.81818181818181
244,75.0
245,74.9090909090909
246,76.27272727272727
247,75.63636363636364
248,75.54545454545455
249,76.27272727272727
250,76.54545454545455
251,75.63636363636364
252,74.36363636363636
253,73.9090909090909
254,73.63636363636364
255,73.45454545454545
256,73.45454545454545
257,73.27272727272727
258,73.9090909090909
259,73.9090909090909
260,73.72727272727273
261,73.18181818181819
262,73.72727272727273
263,74.0
264,74.0
265,74.0909090909091
266,74.72727272727273
267,74.63636363636364
268,75.0
269,75.0
270,75.18181818181819
271,75.18181818181819
272,75.27272727272727
273,74.54545454545455
274,73.72727272727273
275,73.72727272727273
276,73.0909090909091
277,72.81818181818181
278,72.81818181818181
279,72.81818181818181
280,73.18181818181819
281,73.0
282,72.9090909090909
283,72.81818181818181
284,72.72727272727273
285,72.81818181818181
286,72.9090909090909
287,73.0
288,73.45454545454545
289,73.27272727272727
290,73.72727272727273
291,74.45454545454545
292,74.18181818181819
293,74.18181818181819
294,73.81818181818181
295,73.45454545454545
296,73.18181818181819
297,72.81818181818181
298,72.63636363636364
299,72.54545454545455
300,72.0
301,72.18181818181819
302,72.36363636363636
303,72.0
304,72.18181818181819
305,73.0
306,72.72727272727273
307,73.0
308,73.27272727272727
309,73.54545454545455
310,73.45454545454545
311,73.81818181818181
312,73.63636363636364
313,73.63636363636364
314,73.63636363636364
315,73.0909090909091
316,72.81818181818181
317,72.54545454545455
318,72.18181818181819
319,71.72727272727273
320,71.81818181818181
321,71.81818181818181
322,71.72727272727273
323,71.81818181818181
324,72.0
325,71.63636363636364
326,71.81818181818181
327,71.81818181818181
328,72.0
329,72.0909090909091
330,72.36363636363636
331,72.0
332,72.36363636363636
333,72.45454545454545
334,72.72727272727273
335,72.81818181818181
336,72.81818181818181
337,72.36363636363636
338,72.0909090909091
339,71.54545454545455
340,71.0909090909091
341,71.36363636363636
342,71.27272727272727
343,71.36363636363636
344,71.45454545454545
345,71.18181818181819
346,71.27272727272727
347,71.36363636363636
348,71.54545454545455
349,71.63636363636364
350,71.72727272727273
351,72.0
352,72.36363636363636
353,72.27272727272727
354,72.54545454545455
355,72.63636363636364
356,72.81818181818181
357,73.0
358,72.9090909090909
359,72.27272727272727
360,72.0909090909091
361,71.45454545454545
362,71.36363636363636
363,71.0
364,71.0
365,71.0
366,70.9090909090909
367,71.0909090909091
368,71.0
369,71.27272727272727
370,71.27272727272727
371,71.18181818181819
372,71.63636363636364
373,71.9090909090909
374,72.0
375,72.18181818181819
376,72.54545454545455
377,72.81818181818181
378,72.81818181818181
379,72.81818181818181
380,72.45454545454545
381,72.0909090909091
382,71.45454545454545
383,71.54545454545455
384,71.18181818181819
385,70.63636363636364
386,70.81818181818181
387,70.9090909090909
388,70.81818181818181
389,70.45454545454545
390,70.9090909090909
391,71.0
392,71.0909090909091
393,71.0
394,71.27272727272727
395,71.45454545454545
396,71.54545454545455
397,71.9090909090909
398,72.0909090909091
399,72.0
400,72.45454545454545
401,72.45454545454545
402,72.45454545454545
403,71.63636363636364
404,71.63636363636364
405,71.54545454545455
406,71.45454545454545
407,71.18181818181819
408,71.18181818181819
409,71.18181818181819
410,71.0
411,71.18181818181819
412,71.0909090909091
413,71.27272727272727
414,71.36363636363636
415,71.72727272727273
416,72.0909090909091
417,71.9090909090909
418,71.81818181818181
419,72.72727272727273
420,72.54545454545455
421,73.0
422,72.72727272727273
423,72.63636363636364
424,72.18181818181819
425,71.72727272727273
426,71.9090909090909
427,71.72727272727273
428,71.63636363636364
429,71.54545454545455
430,71.27272727272727
431,71.72727272727273
432,71.18181818181819
433,71.0909090909091
434,71.63636363636364
435,71.72727272727273
436,71.81818181818181
437,71.9090909090909
438,71.81818181818181
439,72.0
440,72.36363636363636
441,72.54545454545455
442,72.54545454545455
443,71.72727272727273
444,71.72727272727273
445,70.9090909090909
446,70.81818181818181
447,70.63636363636364
448,71.0
449,70.81818181818181
450,71.0
451,70.54545454545455
452,70.81818181818181
453,70.81818181818181
454,71.0
455,70.9090909090909
456,70.63636363636364
457,71.27272727272727
458,71.36363636363636
459,71.63636363636364
460,71.45454545454545
461,71.36363636363636
462,71.36363636363636
463,71.27272727272727
464,70.81818181818181
465,70.54545454545455
466,70.0
467,70.0909090909091
468,69.0
469,68.72727272727273
470,68.63636363636364
471,68.9090909090909
472,69.63636363636364
473,68.9090909090909
474,69.27272727272727
475,69.81818181818181
476,70.36363636363636
477,70.36363636363636
478,70.9090909090909
479,71.18181818181819
480,71.18181818181819
481,71.0
482,71.27272727272727
483,71.18181818181819
484,70.9090909090909
485,70.81818181818181
486,70.36363636363636
487,69.45454545454545
488,69.27272727272727
489,68.9090909090909
490,68.72727272727273
491,68.72727272727273
492,68.45454545454545
493,69.27272727272727
494,69.63636363636364
495,69.72727272727273
496,69.9090909090909
497,69.81818181818181
498,70.45454545454545
499,70.81818181818181
500,70.72727272727273
501,70.81818181818181
502,70.72727272727273
503,70.72727272727273
504,70.63636363636364
505,69.27272727272727
506,68.63636363636364
507,68.54545454545455
508,68.0
509,68.0
510,68.18181818181819
511,68.27272727272727
512,68.0
513,68.0
514,68.27272727272727
515,68.63636363636364
516,68.72727272727273
517,70.18181818181819
518,69.63636363636364
519,70.27272727272727
520,70.45454545454545
521,71.0
522,71.45454545454545
523,71.54545454545455
524,71.9090909090909
525,71.54545454545455
526,70.81818181818181
527,70.54545454545455
528,69.81818181818181
529,69.36363636363636
530,68.9090909090909
531,68.27272727272727
532,68.9090909090909
533,69.0
534,68.9090909090909
535,68.54545454545455
536,69.45454545454545
537,69.9090909090909
538,70.63636363636364
539,70.72727272727273
540,71.0909090909091
541,70.9090909090909
542,70.9090909090909
543,71.18181818181819
544,71.63636363636364
545,71.63636363636364
546,71.9090909090909
547,71.9090909090909
548,71.27272727272727
549,71.0
550,70.81818181818181
551,70.72727272727273
552,70.72727272727273
553,70.36363636363636
554,70.0
555,70.18181818181819
556,70.18181818181819
557,70.18181818181819
558,70.36363636363636
559,71.0
560,70.81818181818181
561,70.81818181818181
562,70.72727272727273
563,70.9090909090909
564,71.18181818181819
565,71.18181818181819
566,71.36363636363636
567,71.36363636363636
568,71.63636363636364
569,71.54545454545455
570,71.0
571,70.36363636363636
572,70.45454545454545
573,69.0909090909091
574,68.27272727272727
575,68.63636363636364
576,69.18181818181819
577,68.72727272727273
578,69.27272727272727
579,69.0
580,70.36363636363636
581,69.9090909090909
582,70.45454545454545
583,70.63636363636364
584,70.63636363636364
585,70.63636363636364
586,71.0
587,71.45454545454545
588,71.18181818181819
589,71.18181818181819
590,71.0909090909091
591,70.63636363636364
592,70.27272727272727
593,69.0909090909091
594,68.72727272727273
595,68.81818181818181
596,68.0909090909091
597,68.27272727272727
598,68.36363636363636
599,68.45454545454545
600,69.0
601,69.27272727272727
602,69.18181818181819
603,69.72727272727273
604,70.27272727272727
605,70.18181818181819
606,70.36363636363636
607,70.63636363636364
608,70.72727272727273
609,70.18181818181819
610,69.81818181818181
611,68.81818181818181
612,68.45454545454545
613,68.54545454545455
614,68.18181818181819
615,68.63636363636364
616,68.18181818181819
617,68.63636363636364
618,68.81818181818181
619,69.18181818181819
620,69.27272727272727
621,69.0909090909091
622,69.72727272727273
623,70.0
624,70.36363636363636
625,70.54545454545455
626,70.81818181818181
627,70.72727272727273
628,70.54545454545455
629,69.45454545454545
